date,stars,target,text
08-Nov-20,5,Positive,"I've used CX 180,JBL C150si, Ptron boom 2,boat bashead 225...and last this one. I'm now regretting for all of the previously bought ones (except cx 180, but its bass is low). I've used CX 180,JBL C150si, Ptron boom 2,boat bashead 225...and last this one. I'm now regretting for all of the previously bought ones (except cx 180, but its bass is low)."
09-Nov-20,5,Positive,"This one is a beast. Don't look at the Negative comments like ""One side stopped working within 1 week"" and so on... It happens with few ones of every brand and products. Even my sennheiser stopped working within 1 month and then I bought another same one and its still with me now. You will never regret for buying this one."
10-Nov-20,4,Negative,"When i buying this at a rate of 399 there is no metal box and stickers,,,
So be alert when buying at offer prices,,,
The sound quality and bass quality are awesome "
11-Nov-20,4,Positive,"Great earphones, the build is strong, the sound quality is decent and the design is great. Heavy on the bass. The flat wire is an advantage as it doesn't tangle up much. Mic works fine. Unfortunately, it only lasted about 10 months for me until one side of the earphones stopped working. I'm an everyday user and even dropped these earphones quite often. It will be great for a normal usage."
12-Nov-20,2,Negative,"Would not recommend to go for these earphones. Quality of the sound is not good for when used vivo smartphone. there are no stickers in thr packaging box and also the tin box is missing, BOAT would have a better choice..i repeat, purchase these at your own risk"
12-Nov-20,5,Positive,"Definitely for bass lovers, bass is lit  Overall a good product. Highlight :- bass, good build quality, tangle free flat cable, packaging is the best part, l shape connector is quite useful it's look weird at first sight but when i using it, i found that it's a useful thing."
14-Nov-20,5,Positive,The earphone is excellent quality. This earphones are especially for bass lovers in a low budget. The wire is also intangible. There's only 1 problem that the earpiece use to slip out of the ear due to its weight but for this they have given you silicon support and a clip .
15-Nov-20,4,Positive,Good
16-Nov-20,4,Negative,Not working after one year of use . Working good for one year .
17-Nov-20,5,Positive,Great choice for 500. I got these after trying a bunch of sub 1000 earphones. For the price paid these are completely worth the money. I got them for 480. These are waay better than most of the headphones you find in this range.
18-Nov-20,5,Positive,"Heard about this Ant Audio Headset from a sound engineer who really recommended this. Bought the product and to be honest, I am really happy with what I got. The sound quality is just phenomenal. The Bass, the treble and the depth of the music is clearly audible and differenciable. Be it any acoustic song or any EDM you would love to hear, simply pick the headset and enjoy the stream of good music. Must buy recommendation. You'll be happy with the quality of the product."
19-Nov-20,2,Negative,"They are muddy, lack clarity and have too much bass (even the low end is muddy) to them.
"
19-Nov-20,5,Positive,"Now this is one of the best headphone i have ever bought...have used many other branded ,sony ,jbl and skul candy. They all wer gud at there price range above 2k. But believ me this ant w56 i have ordered last night at 10pm and i have reciced the same next day by 9am..lightening fast delivery...thanks to amazon"
20-Nov-20,5,Positive,"Material quality- the quality is premium no doubt but a little disappointment is the rubber plug for ear which is loose and comes off easily. Sound quality- its a real stereo earphone. The good thing is also that the bass is increased with perfect match with stereo. Hence for those who wants earphone for both gaming and listening to music, this will fit the role because purely "
21-Nov-20,4,Positive,Not too bad for this price.Go for it if it's under 500rs
21-Nov-20,4,Negative,I get it offer price 399. This earphone is good on this price . But company didn't send me the metal box and user manual.
21-Nov-20,5,Positive,"Forget JBL, Boat or Skullcandy. This Ant headphones are next level and peerless. At this price they offer more, you can blindly go for it. Starting from the package this headphones provides best sound experience. Am not exaggerating here, believe me i tried 500-1000rs worth headsets like JBL, Boat and Skullcandy."
22-Nov-20,5,Positive,"All these products are good and has worthy sound experience but somewhat am not quite satisfied because of the flat boom sound(some can understand this point). Eventhough JBL, Boat and Skullcandy provide good sound & base i feel like something still missing."
23-Nov-20,5,Positive,"I'm totally in love with it...I still don't know how it is in the long run as I just bought it and it is my first time trying anything from ant audio…I think it's a wonderful earphone for its price...EDM and similar categories (like me), this earphone is perfect....It also has Good quality flat wire which is durable and definitely doesn't feel cheap..."
24-Nov-20,4,Negative,"Every thing is nice in this product, the box is really good and strong even I am using this(box) perfectly after 1.5 months though the earphones are not working now and I am now shifted to realme buds 2. The earphones worked very well for 5 months but afterwards left earpiece stopped working and after 4 more months the right one also did the same thing and then it was of no use and complete waste for me. But it was worth buying because of that good quality box with it."
24-Nov-20,4,Positive,"HEADPHONE IS ABSOLUTELY FINE ITS MORE THAN MY EXPECTATION but pls be careful the headphone will not work well on any desktop or computer because when you will plug in the jack it will be ok but after 2 months it will give a little electrical shock so these headphones are only good for mobile users, not pc users"
24-Nov-20,5,Positive,According to me ant is just amazing at the price tag of 499 better than boat 225 because the boat earphone are not much comfortable and the left earpiece comes out of the ear again n again. This is just amazing earphone
25-Nov-20,4,Negative,"Review after 1 week -- sound quality is good ,base is nice best budget earphones go for it.
After 2 Months:
Listen guyz actually they provide nice box and stickers so we thought they provide lots of things and also base is good but only for 1 month after that its even not working properly.
After One Month Its sounds quality will be distorted.Bass is very terrible seriously.
I know everyone watched reviews of the product on YouTube like me and will going to buy but seriously don't buy it. I have personal experience now.
I don't recommend this product .
Hope you find this helpful"
25-Nov-20,5,Positive,"First of all the brand new packaging gave me awesome and heart satisfied feel. Totally cool product.. then the earphones, seriously the earphones are damn cool in look and feel too.. the housing of the earphones are made of metal. Also the 9mm driver inside provides cool sound in music. Well tangle free cable provided. "
26-Nov-20,4,Positive,ood product . Wire quality is very good and bass are amazing ...
26-Nov-20,5,Positive,"I could say they are rocking it. Everything is perfect in this budget earphones. If some of the people are bass lovers then they should need to use equalizer setting based music apps. But i could say without any equalizer setting this earphones doing their job greatfully in providing bass, highs mids and lows.... In my opinion this product is worthy one.. just go for it."
27-Nov-20,4,Positive,The quality of the sound is very good which is unexpected... I suggest everyone can buy this product.
27-Nov-20,5,Positive,I love it and to mention I have already using this more than a year and I will recommend this to everyone itsl is worth for your money. Sound quality is the best level even compare to jbl cs100i and boat 225. Bass is supperrb
28-Nov-20,5,Positive,"Bulit quality is best for the price (I'm a rough user ) it lasting more than a year. Packaging is the which where I fell live to ant audio they don't compromise in bulit quality, package and sound quality"
29-Nov-20,4,Positive,Decent
29-Nov-20,4,Positive,"Though bass is a little bit higher than usual, but it delivers good quality and clear sound output. Extreme bass lovers will be happy with this product. Voice clarity is very good but treble is little bit muffled as it is expected because of high bass. Overall very good quality of cable and earpiece, if used with care it can last really long time."
29-Nov-20,5,Positive,"So this earphone is totally worth buying you don't have to think much longer other then which color which you want. Sound quality 10/10. Bass 9/10 ( depends on the volume of song, and song of course). Noise canceling 9/10"
30-Nov-20,5,Positive,"Srsly these are So good and thanks to amazon to deliver this just after 12 hours of order and amazing packaging and also really appreciated the accessories I got with the earphones in the box stickers, extra set of earbuds, warranty card, and etc. Box was also a solid metal which is good and then the build if earphones are just soo good feels like a solid product and sound quality is already perfect, guys buy it its completely worth it."
01-Dec-20,4,Positive,Good build quality. Treble is on the higher side however for the cost overall good
01-Dec-20,4,Positive,"I bought this(green colour) in nov 2020(delivered on 6th nov)..
Earphones are value for money.

My review on build and sound quality :-
1. Build quality - I liked it, easy to put in and wire seems to be tangle free. If you are on bed in sleeping position, just be a little careful while turning your side as buds are medium in size not as small as senhizer cx 180 but still comfortable if not used harshly.
Appropriate for the price.
Wire - 9/10
Ear fitting - 8/10

2. Sound quality - One will experience awesome sound if the device supports dloby atmos as bass is finely tuned. So this earphone is one of the best with dolby atmos, all you need is a basic google music player and dolby atmos as equaliser, cheers!!
Bass - 9/10
Noise cancellation - 8/10
Sound quality - 8.5/10

Overall this product is value for money and it's comes 2nd in my list after senhizer cx180 if the budget is below 800rs.
Helpful
Report abuse"
01-Dec-20,5,Positive,It doesn't pop out of the ear. So that's definitely a step up. The wire is sturdy and the flat cable helps with zero detangling. The headset also comes with a nice tin box that you can use for other things after. Which is a nice feature to be honest.
02-Dec-20,1,Negative,"I didn't got metal box, stickers and extra buds as shown in reviews. In images it was shown that others got earphones with a proper metal box, stickers and extra buds.But I only got earphones with a warranty card in a crushed cardboard box without metal box, stickers, and extra buds."
02-Dec-20,5,Positive,"One other thing, The tin box was sealed. In Boat, because it comes in a cardboard box, sometimes you don't know if the stuff inside has been used previously or not. I know it is sealed, but the seal in Boat looks like it can be tampered with. Not so with Ant. Essentially, if you want to gift a guy a pair of headphones, this would be the best idea."
03-Dec-20,5,Positive,"After much confusion, bought it on 23 march... and it turned out to be a beast considering sound quality, build quality and bass. got it for 499 and worth every penny. it was best in this segment simply go for it.. better than boat"
04-Dec-20,5,Positive,"Used very roughly for 1 year and left side was damaged due to my mishandling, so i claimed warranty before expiry of warranty period... And boom they have sent a brand new earphones of same kind and i got the same music quality like the previous one but the new earphones were a bit lighter compared to former."
05-Dec-20,5,Positive,"Hmmm finally my hunt for a great pair of earphones ends here...i love bass, that's what i feel a major need in any earphones or speakers, makes any song lively and punchy...i tried so many earphones.. starting with senhiesers cx180, then sound magic es18, sony mdr xb 50, audio technical, skull candy smoking smoking buds 2 bt wireless..and others panasonic , bluedio..and few others..i can say right now.. all of this suck in front of this earphones..i blindly bought it...seriously this are the best i heard so far..."
06-Dec-20,4,Positive,"HEADPHONE IS ABSOLUTELY FINE ITS MORE THAN MY EXPECTATION but pls be careful the headphone will not work well on any desktop or computer because when you will plug in the jack it will be ok but after 2 months it will give a little electrical shock so these headphones are only good for mobile users, not pc users"
06-Dec-20,5,Positive,the best and unique feature of this earphones..is it has the best bass without compromising clarity...i found that in high end earphones like bose or rha...just go with it if you are bass lover like me..i wish the brand makes best earphones like this more...i guess only this model got good reviews..
09-Dec-20,4,Positive,Awesome sound quality and explosive bass.
09-Dec-20,4,Positive,"I've been using Ant Audio w56 for a long time. Recommended.
Wish other than black comes with the Metal Box packaging.
Comfortable to wear for a long time. Great fit. Audio is great compared to other products in this price group.
Quality Product."
10-Dec-20,1,Negative,"This earphone is hardly of 200rs..they say that this is stereo earphones, well f***ing mono earphones sound better than this.. "
11-Dec-20,4,Negative,I don't like it's packaging...it is without tin box . And blue colour is not good . It's different from the image shown.
12-Dec-20,4,Negative,Tin box was not given with the pack😌
12-Dec-20,4,Positive,"It is a good product with nice sound quality and noise cancellation and good bass
But the thing is the wire is totally tangled at the time of delivery and I feel a bit delicate which can be torn off
Finally worthy product"
14-Dec-20,2,Negative,Durability is not up to the mark. Worst product. Pathetic quality
14-Dec-20,2,Negative,"Worst when it comes to design, you cant wear this for more than 1 hour it hurts ear so bad, 9mm drivers whereas competitors offer 10mm at half this price. "
17-Dec-20,4,Positive,"I like sound quality because i like bass quality,clear vocals & i also like built quality. It is value for money product, i suggests to purchase to people who serch best earphone under budget."
19-Dec-20,1,Negative,Bought 2 earphone and one earpiece stop working after 2-3 month on both my earphone..... it's hard to claim warrenty.... never gonna buy this product ever though bass in this earphone was great but what's the use of earphone when it will stop working in 2-3 months
20-Dec-20,1,Negative,"I didn't try the earphones immediately, but the actual ear pieces (that plug into the ear) keep coming out of the holders. You pack the earphones in your bag and when you remove them, either one or both of the ear pieces is missing."
22-Dec-20,4,Positive,"Better than boat, and any other brand, awesome bass, noise cancellation and sound quality. You will get a good experience. Value for money Boult products"
27-Dec-20,4,Positive,"The headphones are what they say. Although it is not supposed to sound like a ""triple driver"" headphones which cost 20 times more than this, it actually does a decent job. For the price, it is an excellent buy, just go for it if you like to use headphones without blowing up your ears and still want nice noise isolation.

I have IEM from Ultimate Ears, Shure & Bose. I have been trying headphones for casual use which doesn't need music involvement and was disappointed with Mi basics which would never keep inside the ears. With its wingtips, the ANT does an excellent job and the isolation is nearly perfect (I need to test it in a noisy situation). However, I would advise not to use them in public places as your awareness of your surroundings could be impacted because of this.

Must note : Try to use them with flat EQ or bit of treble boost, the bass is so strong, to feel the tightness you may want to avoid using EQ to avoid overshadowing the middle & upper range.

Update: I lost one of the ear wings after it slipped out of one of the speakers and there is no way to keep the earphone stable. Ant needs to provide basic replacement of this as an accessory for such a robust earphone."
30-Dec-20,4,Negative,I gave overall rating 4 because they have mentioned that we will receive the earphones in metal box but I received in a damaged paper box!!! Earphones is actually really good... It's worth one I have been using it for almost 1month and there is no issue
30-Dec-20,4,Negative,"Left earphone stopped working only in 25 days. I dont know what happened ,but audio quality was superb and enough for pubg."
01-Jan-21,4,Negative,"Noise cancellation is so much that every time when you talk to someone through earphones you have to hold thee mic close to your mouth , otherwise others can't hear you on phone."
12-Jan-21,1,Negative,"Bought for 499.dislike for low quality cloth mesh n stopped working in a month. Filed for replacement where I had to pay for delivery to Delhi and it stopped working second time within a month audio only coming from one side and wire is unstable moving it will alter the sound, Poor design and Quality Disappointed."
15-Jan-21,4,Negative,It's was not like I expected it to be.
22-Jan-21,4,Negative,Metal box not came with it
23-Jan-21,4,Negative,"The highs,mids,vocals, are so cleared.
Worth the price,
But I am disappointed because they had not given me the tin ka dabba
Otherwise earphones are lit
Go for it."
24-Jan-21,4,Positive,"Nice sound , and good bass , but they changed the package ."
25-Jan-21,1,Negative,"The product quality is utterly disappointing. Does not connect comfortably with either phone/laptop. The sound quality is terrible. The microphone is also terribly bad. I had the first product replaced, yet the replacement was bad. The delivery part was good though. Overall, recommend anyone not to purchase this product."
25-Jan-21,4,Positive,This is very nice earphone. This earphone music is very nice.
25-Jan-21,4,Positive,Good Product
03-Feb-21,4,Negative,"Recieved today, the sound quality is good but it came with a small box and no stickers, and not that tin box."
03-Feb-21,4,Positive,Packaging has changed just a small pacjet no metal box or stickers ☹️ but product is ok if u get in somewhat under 500
05-Feb-21,4,Negative,"Product is decent, but I also bought it for tin box n stickers which used to come along with it. Offlate they r sending it in normal paper box which spoiled half the fun!"
05-Feb-21,4,Negative,Wire quality not good
06-Feb-21,1,Negative,Worst earphones I have ever bought. It is very weak and one part of the earphones broke very easily inspite of using and handling it carefully and the other part stopped working. It is a cheap quality product. I have wasted my money
06-Feb-21,4,Negative,First i got a damaged earphone after replacement i got new one that was owssm
08-Feb-21,4,Negative,"I bought this earphone on September 2019, totally satisfied with the earphone till April 2020 (During Lockdown).Sound Quality, Build Quality is great. Totally satisfied with the bass- treble, noise cancellation.On April 2020 one side of this earphone stopped working, as I had another Headphone so I started using that and Packed this earphone and I thought I'll claim warranty after lockdown ends. So In June I claimed RMA(Warranty) for the earphone, and it got accepted but unfortunately was unable to parcel the earphone to AcroRMA (Delhi) because of restrictions. So my warranty period got over in August 2020. And now I don't have any option to get my earphone fixed. "
11-Feb-21,4,Positive,The sound quality is superb
18-Feb-21,4,Positive,Great sound quality
20-Feb-21,4,Negative,Average headphone
21-Feb-21,5,Positive,"I used this earphone from 9 months and after that it's mike stop working but I claimed warranty and got again a new one so their customer support is awesome and earphones are also. I used this earphone from 9 months and after that it's mike stop working but I claimed warranty and got again a new one so their customer support is awesome and earphones are also
I used many brands but this one is so so trustable and provide good customer support
And sound quality including bass is just amazing"
23-Feb-21,4,Positive,Does the job. Value for money. Noise cancelling is okay.
24-Feb-21,4,Positive,"Worth to buy, you can go with this product"
25-Feb-21,4,Negative,"First of all hands down for the best earphones at the price of 400Rs, which I luckily got.
No complaints from earphones.
But the packaging was not as promised.
I did not receive any sticker neither the case. Little disappointed about that."
25-Feb-21,4,Positive,All things are great... specially when it comes to build quality ....sound quality is also good....but the comfort is slightly down....you can't wear it for above 3 hrs ..
27-Feb-21,4,Negative,"Sounds Quality and build Quality is good ..but you gonna be very disappointed to know that Ant audio jas changed its packaging that i was looking for years and now i had bought and I'm upset very regretful that its packaging had changed (before packaging was including one metal box with ant audio stickers but now one plastic panel to hold earphone that's it)
Ant audio had the best packaging but now he lost respect and Goodwill from my side "
28-Feb-21,4,Negative,product quality is ok one side stopped working after 4 months .
28-Feb-21,4,Positive,Good
01-Mar-21,4,Negative,The tin box and stickers dident come in new box but sound and build quality is good
01-Mar-21,4,Positive,Best for bass and treble is low
02-Mar-21,4,Negative,All good as per there rate but the product packaging is show there is not give on ordering.
02-Mar-21,4,Positive,ery good quality earphones. However they could attract customers more if they could provide a case like previously they did. Though they cut the cost of metal case to improve the quality of earphones but in this price range many earphones are available and if ANT Audio wants to increase their market value they should do something exceptional.
12-Mar-21,1,Negative,This is the second time I am buying the same product when I bought it for the first time they were perfect so I ordered again but this time they sent me a defect piece it has damaged my opinion about ant
15-Mar-21,2,Negative,"overall very average product, bass and noise cancellation is decent. But Geez!! Design is just so poor if you have comparatively small ears just go away dont look at this product again."
18-Mar-21,2,Negative,And i onething earphone is damaged among within one month. If you keep it with proper care then it is okay.
27-Mar-21,1,Negative,Worst experience with Amazon. Don't buy it from amazon. They delivered duplicate product.There is no Tin box available and the quality of earphone is extremely low as the sound quality. I have shared images above which is different from original packaging
01-Apr-21,2,Negative,"It's better than boat but lacks crispness sound quality. At this price point, Blaupunkt is Big Boss Than any one else either sony,senessiner.
Harmonics frequency present in all way round. Still they need to design improvement."
01-Apr-21,2,Negative,"Audio Quality: 1/5 (Tinny, high treble, zero bass sound. Bass kicks in only when one presses the earbuds inside the ears: as soon as you remove your hand, the earphones slide out.)
"
04-Apr-21,4,Positive,"These are some good earphones with ultimate bass at its price . The also great as per its price ( almost same as boat Basshead 225) . The overall sound quality is also good . The bass is out standing its punchy and clear. Due to good bass lows and vocals are pretty normal but still they are very good . When compared to Boat Basshead 225 . Its much better . The packing is nice and quiet premium .The built quality is nice , tangal free cable and fully metallic design .Although the earbuds and the hook are of quite low quality when compared to Basshead , but overall its just amazing for its price range . The fit is quite nice and comfortable . I Will Definitely Recommend You To Try These , For bass lovers You Can't get better than these in this price rang !!!!!!!!!!"
09-Apr-21,1,Negative,Waste product wire quality is not good.. earphones will not be like they shown in the pictures..if someone calls you they can't hear your voice heavy disturbance in mic... I ordered and return it back in 1 hour..not at all satisfied
19-Apr-21,2,Negative,"I mean whenever I listen to a song, It disconnects and then reconnects by itself and it's really annoying! I'm telling you If you are looking for a headphone with good bass then this ain't for you man. don't waste your money. the only thing I liked about this product is stickers and that case lol."
20-Apr-21,1,Negative,Well Its been roughly three days since I bought this earphone. The build quality is terrible . Right out of box it felt like a cheap earphone. It's right ear just broke while I was listening to music and sleeping .
20-Apr-21,2,Negative,Good but one side stopped working after 8 9 months. Product was unsealed.
23-Apr-21,5,Positive,"My ratings are against the fact that how economical (499/-) these are for what they offer. I'm an Earphones enthusiast, so I bought this to just try out. I have used the Sennheiser CX180, Panasonic, Phillips SHE3900BK, Soundmagic E110c etc in my past. I currently rock the Mi YDJS01JY (the 999/- ones)."
27-Apr-21,4,Positive,"After 2 months of use i can say you won't find better headphone than this in this price range.i was looking for good headphon first i bought boat basshead 225 it was terrible experience so i return it then i bought MI basic but i was not satisfied so then. I saw this newly launched headphone. I was one of first 15 buyers of this product. Got it in 499rs in flash sale. It has everything u need. Excellent sound, awesome design. Clear sound on phone call, and last but not least ita packaging. Never seen this kind of packaging even in 2000rs headphone. Its include tin case, carry pouch. Blindly go for this. You won't regret."
02-May-21,5,Positive,Awesome Amazing Incredible. I had earlier used ant audio h56 and h82 so tried this this one as these were one of the cheapest available branded wired earphones. I git these at a price tag of 599 INR. Now let's come to review.
03-May-21,1,Negative,"there is no bass ,nothing. Very much disapponted."
04-May-21,5,Positive,The bass output is good when listening to music. But very annoying during calls and gaming. And regarding noise cancellation- I don't think there is any. And I bought this earphones in the hope that it comes with the steel case. Because I saw it in the reviews. Same price but you're now getting a cheaper quality is how I feel.
07-May-21,2,Negative,"While Amazon and the seller delivered the package on time and in a good condition, I'm really disappointed with the sound quality of these earphones.
"
27-May-21,2,Negative,"Yes if you want raw Bass without considering quality of sound gonfor Ant audio else try Blaupunkt em10 for deep phenomenal bass.
"
05-Jun-21,2,Negative,"I buy ant audio w56 earphone for listening lecture on YouTube but it has low clarity.
And when I was using to playing songs it gave only bass you can't listen longer.
I have lenovo vibe k5 plus mobile it has Dolby atmos driver so my mobile don't support this .
I also tried nokia phone only bass low clarity
"
07-Jun-21,1,Negative,the packaging has degraded now to normal Plastic packaging Not worth for 590+ Price. 
07-Jun-21,1,Negative,"Product was not that great on sound quality, no exceptional bass and just regular sound. Crackling noise on call so ordered replacement which came as in pics with cuts on wire etc. basically a very old used product so dint even touch it and settled for refund."
07-Jun-21,4,Positive,"The packaging of the earphones really impressed me. Initially I was a bit skeptical about the built quality but I then I was wrong.

Its been almost 2 months that I have been using this earphone and its durability has exceeded my expectations. It is one of the best earphones in this price bracket. I was earlier using the Boat Bassheads 225 but the Ant Audio has a slight edge over it. The earphones are lightweight with snug fit design.

Packaging - 5/5
Audio - 5/5
Bass Quality - 5/5
Mic - 3/5 (This could have been better. You have to hold the mic closer so that your voice is audible at the other end. Had the same issue with Boat Bassheads)
Build Quality - 5/5
Value for Money - 5/5
Overall - 4/5"
08-Jun-21,1,Negative,"One of the earpiece stopped working after 1 month. Customer care told me to send the product to their address. And I send. I send through Indian post and it shows they delivered at the same address. But Customer care guy is telling they didn't get the product. I tried 2,3 times and I understand that these are fraud guys. They just have a customer care number and will take the calls. But they will just cheat you."
20-Jun-21,1,Negative,I was surprised such cheap quality eartips are used on this. And I am confused literally every time which pair is left and which one is right. The 45 degree doesn't add anything it's a gimmick.
22-Jun-21,4,Positive,"for the cost it seems good
built quality is good
sound is good all the frequencies are well produced 8/10
bass is adequate (no nonsense),
in comparing to jbl cs-100si the bass tightness is good in par
overall sound is good
hope it will last long, reliable.

Editing my review, after 3 years i had used 3 w56. Since in the middle I tried boat 225, couple of c100si, ant wave 702. But the best is w56. It's the most reliable, producing quality sound, good bass comparing to any head phone In this price range. Because of my rough usage ony the w56's cable went broken 3 times. Now the w56 is out of stock everywhere not sure what to buy another, I can even buy w56 for 1k since I know the quality."
25-Jun-21,1,Negative,Wire quality looks good. Bass doesn't feel that punchy.. It was second time when i returned Ant earphone and both within 2 days. Quality management is disastrous. They sent me an defective piece. How is that possible... Its horrible for a good company...
26-Jun-21,4,Positive,"Received in as expected Tin box.
Packaging was good above expectations.
Plus timely 1 day delivery and price of 499/-. This deal is 10/10.
Coming to the product after using Sony ex150 and Sennheiser CX180 I can say it worth almost every penny.
Almost coz Eartips are quite hard.
It may dropped out while in motion.
A bit heavy but I think it's coz of my past 2 ultra light buds but will get use to it soon hopefully.
Sound is very good.
Especially clarity is 10 on 10.
Bad news for bass lovers not so heavy bass. 6.5-7/10 for that.
Mic is too good. Ultra HD voice 10/10.
Cable seems of very good quality should last 12-15 months easily with rough usage.
Over all I'm happy.
If you want even better one go for Boult pro bass Loop. It's magnetic and also has better audio output. Price is also same at present. Where it lacks is that it's bulky for small ears and feels heavy after merely an hour."
26-Jun-21,4,Positive,"I bought this earphone and while hearing my ear got pain. Earpain i seen for all earphones (ant and boat) with this kind of flat wires due to heavy weight of earphone part. So i recommend to buy anti tangle wired earphone which are round and not flat. This earphones are good for music only. If you are taking this for cryatal clear call quality u may disappointed for having bass or teared voice. For music these are good earphones. For ear friendly voice, i was very comfortable with house of marley earphones."
28-Jun-21,1,Negative,Looks like an earphones bought at railway station. It's worth of 50rs. Sound quality wrost. Wanted to try new product and results were horrible. Please don't buy this product. Instead you can go for other earphones in yhe same price. Very disappoint.
13-Jul-21,4,Negative,Only problem is mic not working properly sometimes.
14-Jul-21,1,Negative,"This was mine second headset...I had ordered it in 2019 and was working absolutely fine now same has stopped working hence ordered new....But as I received ordered it was like completely different packaging also package was open, spare ear cover missing no metal box also product seems duplicate....As checked audio it was completely pathetic one side earring was very low....I have returned replaced but replaced product is same as previous one...."
17-Jul-21,5,Positive,"This is a really great product that surpasses the jbl earphones at 800 or so price point in terms of sound quality. The bass is good but it bleeds when the volumes are raised. Good noise isolation. So if your budget is fixed around this price point, I'd recommend to go for it"
20-Jul-21,2,Negative,"The product was overall good but idk why but it doest fit my mobile phone's jack, getting disconnected again and again within seconds after adjusting it.
"
21-Jul-21,4,Positive,"One of the best earphones probably even in 1000rs ballpark,I bought the Boult audio loop ​and returned it because of the over exaggerated bass and ok mids and lows,W56 reminds me of a version of Sennheiser Cx 180 with a little less clarity and better durability
​I'll breakdown the pros and cons here
PROS
• Flat and balanced audio
• Mids and lows are good
• Bass is adequate not booming(preferred)
• Good looking design and the fins help to
stay fit in your ears
• Flat cable and L shaped jack
• Feels premium for its price
CONS
• Packaging is cheap and different than its
shown here no stickers and metal box were
present ​and it was already dented
• Single button control(not a huge deal tho)
If you appreciate good mids and lows and adequate bass then this is the earphone for you."
24-Jul-21,1,Negative,"Not perfect working neither understanding thing. Dont go for it . Only wastage of money and time there is no any services , we have to courier product for replacement itself if it will be defect or not working mostly its not perfect and getting off one side"
25-Jul-21,1,Negative,"Didn't even last a month. Even though the sound quality was pretty good for the price, the make was awful. The front part came off within a week and I had to glue it back. Also the mic didn't work properly and the earphone had to be plugged in and out to work properly. At last it stopped working exactly after a month's use."
28-Jul-21,2,Negative,"Bass is not that good (you have to use bass boost to feel the bass lol)
Audio jack is trash (I'm using Samsung J7 and it's loose)"
29-Jul-21,1,Negative," I didn't got any metal box wih my package and also the product box sticker was already opened and the pin side seems to be damaged, requested for replacement"
01-Aug-21,4,Negative,"its a great earphone with high sound quality and clarity but users expecting tat punchy bass could be slightly disappointed. I was really disappointed with the packaging as i did not receive the metal casing as shown in pictures, instead i just received the earphones in a normal plastic cover. It was something disappointing for this price range and it seems like ant audio is dropping in its reputation:/"
04-Aug-21,1,Negative,I didn't expected this from Amazon but this is quite common now. I got a used product. The seal of the box was already open and the sound quality is also not good as a new one. The left earpiece is also faulty. left earpiece is dead.
11-Aug-21,1,Negative,"It was delivered in already used contidition, there were gross hairs on the buds, extra buds were missing one side was not working also the one working was very low sound quality. It was giving a buzz as soon as i plugged in. "
13-Aug-21,1,Negative,First time I've tried Ant Audio Product... There's no any noise cancellation. Bass quality very low... Although i received a broken piece worst experience ever for earphones 
26-Aug-21,5,Positive,"It's a value for money product. Got it for an amazing price. Sound quality is great, although the bass could have been better. But it is a nice product."
28-Aug-21,1,Negative,Its not original product and sound quality is very bad. The bass is very normal and treble is much more than bass. Its fulfilled product by Amazon but only earphone comes with packaging without Ear buds and other accessories are not given by the seller..please buy from official site...
29-Aug-21,1,Negative,"They have reduced the price and compromised with the quality , I have been using this earphone for last 3 years and was very satisfied with sound quality and build so I decided to order the same earphone again as I was habituated with this one but trust me this new product are the worst very poor build won't recommend it anymore"
30-Aug-21,1,Negative,Completely Garbage There was dust inside the earphone in all three of them when replaced still dust in those three earphones in the boxes
30-Aug-21,4,Positive,Everything is good notice cancellation bass quality n all ...except one thing it's bud always come out from the earphones I have to find it and put it again and again...I'm using this since 5 months and it is working verry good without any problem
01-Sep-21,4,Positive,The earphone is quite better thn its competitors. The siund quality is clear and crisp compare to boat 225 tbh i feel boat 225 sound is compressed and don't come out as clear as W56. The bass is deep and adequate this is what is good for listening music! Build quality is juss superb that's it. Noise cancellation is quite good. Mic is what i got dissatisfied works good but not best.
05-Sep-21,1,Negative,Over all quality is ok but I recieved a damage earphone in the beginning I thought I will manage but I now it is becoming very difficult to attach theam again and again.
05-Sep-21,4,Positive,"Excellent product I've been using this for more than 1 year and I must say I never expected it to last that much but for my surprise it is still working fine.
The built quality is excellent.. I've used it as rough as I can .tangle free cables with angular pin works fine no tear anywhere on the cable.
Sound quality is good but not for bass heads."
09-Sep-21,1,Negative,Within one month of usage i got to know the built quality was so much cheaper than i thought. The thing which the earbuds are connected broke within 1 month both of them broke.
12-Sep-21,4,Positive,"The only reason I bought these headphones is because I was trying to transition from boat bassheads 225 which are what most people like to compare this with. And so I'll tell what the difference in this one was. The unboxing experience was delightful as I received a tin box along with some contents unlike the bassheads which only give a small cardboad box.
The sound quality is not that admirable but considering the price it's pretty good
Although I still think that bassheads 225 have much fluent bass than these but these are not bad at all.
One thing I was annoyed by the bassheads were their metal Round shaped earpieces which were painful on my earlids. But these ones have an angular one so I'm good to go.
The wire used is untangeable. And the long gold plated 3.5mm jack these headphones were worth the money. Overall I think this is definitely the better choice for headphones than the Bassheads since they are super common and you can stand out in these."
13-Sep-21,1,Negative, i found little different on sound quality (Low Bass) idk why brand doing this u can launch new model
16-Sep-21,1,Negative,Worst earphone first 1-2 month it is like cool but slowly it's sound quality is decrease and now it off from one side means one side not working
19-Sep-21,5,Positive,The sound quality is superb
